"","X","idno","cntry","gndr","agea","edulvlb","eduyrs","nwspol","netusoft","netustm","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","lrscale","yrbrn"
"316",609,1175,"AT",2,63,322,11,30,5,15,5,7,8,3,2,0,5,4,1953
"317",610,1176,"AT",2,52,322,12,10,5,10,8,10,10,8,8,8,10,3,1964
"318",612,1184,"AT",1,29,423,12,40,5,135,7,9,3,6,5,7,7,7,1987
"319",613,1185,"AT",2,38,620,16,45,5,180,3,5,6,2,2,5,5,5,1978
"320",614,1186,"AT",2,63,322,11,60,5,60,2,1,4,8,8,5,3,5,1953
"321",615,1190,"AT",1,24,423,17,30,5,180,8,7,6,6,6,6,3,2,1992
"322",616,1194,"AT",1,58,720,19,60,5,180,7,8,8,7,7,8,9,0,1958
"323",617,1195,"AT",1,75,212,11,15,5,180,5,6,7,5,5,1,1,6,1941
"324",618,1196,"AT",1,46,322,12,30,5,150,10,8,10,10,9,10,9,8,1970
"325",619,1197,"AT",1,61,322,13,90,5,120,5,7,7,3,5,6,6,2,1955
"326",620,1199,"AT",2,19,313,12,30,5,240,4,5,6,3,4,5,5,2,1997
"327",622,1202,"AT",2,58,322,13,35,4,100,8,4,9,6,6,8,8,8,1958
"328",625,1207,"AT",1,22,520,14,10,5,120,5,7,8,3,3,4,4,4,1994
"329",626,1208,"AT",1,52,520,15,30,4,40,5,6,7,4,3,2,2,4,1964
"330",628,1210,"AT",2,45,322,15,60,5,180,2,4,10,1,3,1,1,10,1971
"331",629,1212,"AT",1,64,322,11,60,5,60,5,6,8,4,4,1,4,5,1952
"332",631,1224,"AT",2,31,322,11,60,5,120,8,8,9,5,5,2,1,8,1985
"333",634,1231,"AT",2,20,322,9,45,5,105,8,4,4,6,5,9,10,2,1996
"334",638,1237,"AT",2,47,322,12,30,5,60,8,9,9,5,5,5,5,2,1969
"335",639,1238,"AT",1,19,322,12,10,5,75,9,10,10,5,3,9,9,5,1997
"336",641,1242,"AT",2,21,322,12,0,5,270,0,0,1,0,1,1,0,5,1995
"337",642,1246,"AT",2,61,313,13,60,5,150,6,9,9,5,5,5,5,5,1955
"338",644,1248,"AT",1,35,322,12,30,5,120,6,10,10,6,6,6,6,5,1981
"339",646,1250,"AT",1,51,322,14,60,4,180,4,5,7,3,5,4,4,6,1965
"340",647,1255,"AT",1,38,520,15,60,5,240,4,6,8,2,4,6,3,5,1978
"341",650,1263,"AT",1,48,322,12,60,5,60,2,2,4,1,1,1,1,5,1968
"342",652,1265,"AT",1,68,322,12,60,5,60,8,8,8,8,6,6,6,3,1948
"343",653,1266,"AT",1,53,322,12,0,5,300,0,0,7,0,0,0,0,5,1963
"344",655,1271,"AT",2,21,322,12,60,5,240,10,10,10,10,10,10,8,0,1995
"345",656,1272,"AT",1,40,720,18,30,4,180,9,9,9,2,2,9,9,7,1976
"346",658,1277,"AT",1,56,322,12,30,4,60,5,6,6,5,6,5,5,5,1960
"347",659,1280,"AT",2,34,610,15,5,5,120,7,8,8,4,4,4,6,5,1982
"348",660,1282,"AT",2,41,322,12,10,5,60,5,6,8,3,3,3,3,6,1975
"349",661,1283,"AT",1,66,800,16,45,5,120,7,6,7,4,6,5,6,4,1950
"350",663,1286,"AT",1,74,322,12,30,5,30,8,10,9,10,10,9,10,5,1942
"351",667,1292,"AT",1,45,322,12,60,5,120,5,5,5,5,4,4,5,5,1971
"352",668,1294,"AT",2,28,423,13,20,4,60,4,6,5,3,4,6,4,3,1988
"353",669,1295,"AT",2,52,212,8,10,5,60,5,7,9,3,1,3,3,6,1964
"354",670,1299,"AT",2,46,800,17,0,4,180,4,5,4,5,3,5,3,5,1970
"355",671,1301,"AT",1,24,322,13,30,4,30,5,7,7,4,4,4,5,5,1992
"356",672,1302,"AT",2,50,322,11,60,4,30,5,5,7,4,4,4,6,5,1966
"357",673,1303,"AT",1,43,322,11,20,4,60,3,9,9,0,0,0,8,8,1973
"358",674,1305,"AT",2,66,610,17,45,5,90,0,2,10,0,0,0,0,7,1950
"359",675,1306,"AT",1,54,313,15,120,5,60,3,4,1,2,2,1,2,0,1962
"360",677,1311,"AT",1,34,322,11,30,5,360,6,9,7,6,6,5,9,4,1982
"361",678,1312,"AT",2,35,322,12,2,5,180,0,7,8,0,0,0,1,5,1981
"362",681,1315,"AT",2,26,322,11,30,5,210,4,5,7,5,4,1,1,8,1990
"363",683,1319,"AT",1,57,710,16,120,4,150,5,8,8,4,4,5,4,6,1959
"364",684,1321,"AT",1,21,423,14,15,4,30,6,7,8,4,4,5,3,5,1995
"365",687,1325,"AT",1,52,520,13,45,5,60,8,6,7,4,4,4,5,5,1964
"366",688,1326,"AT",2,51,322,12,30,5,60,5,8,10,5,5,1,9,3,1965
"367",689,1329,"AT",1,37,322,12,20,5,60,6,6,8,7,7,5,7,5,1979
"368",691,1332,"AT",2,39,423,14,5,5,540,5,4,6,0,0,2,7,7,1977
"369",694,1338,"AT",1,55,322,12,20,5,60,1,5,7,0,0,0,3,5,1961
"370",695,1340,"AT",1,68,322,12,40,5,60,6,7,7,2,2,2,0,5,1948
"371",696,1341,"AT",1,57,322,12,600,5,10,3,5,5,3,3,2,5,6,1959
"372",697,1342,"AT",2,52,322,14,10,5,30,4,4,7,3,3,3,3,5,1964
"373",700,1348,"AT",1,57,423,13,150,4,60,4,6,7,4,4,2,2,7,1959
"374",701,1351,"AT",1,28,322,12,60,5,240,8,8,6,7,8,8,7,2,1988
"375",702,1352,"AT",1,40,720,19,30,5,60,7,9,9,4,4,3,9,5,1976
"376",704,1356,"AT",2,53,422,14,90,5,90,6,7,7,5,3,3,3,5,1963
"377",705,1357,"AT",2,23,322,12,45,5,150,2,4,3,0,0,2,3,2,1993
"378",706,1358,"AT",1,30,322,12,120,4,90,6,8,8,6,5,5,5,8,1986
"379",709,1361,"AT",1,29,322,12,20,5,90,6,9,9,5,5,2,2,5,1987
"380",710,1362,"AT",1,48,322,14,10,5,60,6,7,6,4,5,5,9,3,1968
"381",715,1371,"AT",2,52,212,9,60,5,180,0,3,3,0,0,0,0,5,1964
"382",716,1373,"AT",1,60,423,14,10,5,240,3,8,7,7,6,6,7,3,1956
"383",718,1375,"AT",1,44,322,11,30,5,180,7,8,8,3,3,1,3,5,1972
"384",721,1386,"AT",2,32,610,17,0,5,180,0,4,4,0,0,0,0,4,1984
"385",722,1387,"AT",2,43,610,15,10,5,120,7,7,9,7,6,6,6,4,1973
"386",725,1396,"AT",2,50,322,12,20,4,30,6,9,9,6,6,6,6,5,1966
"387",727,1404,"AT",1,34,322,13,15,4,30,8,9,9,3,2,2,5,5,1982
"388",728,1405,"AT",2,44,710,17,60,5,30,4,8,10,8,6,5,8,6,1972
"389",731,1409,"AT",2,47,720,17,120,5,240,5,10,9,5,2,1,2,0,1969
"390",733,1415,"AT",2,58,322,13,60,5,60,4,1,2,4,2,2,2,1,1958
"391",735,1418,"AT",2,47,212,9,60,5,480,0,0,10,0,0,0,0,3,1969
"392",736,1419,"AT",2,29,720,21,30,5,240,6,7,5,5,5,6,8,2,1987
"393",738,1422,"AT",2,23,520,17,30,5,480,5,7,7,5,5,5,5,3,1993
"394",740,1429,"AT",1,40,620,17,30,4,60,10,8,9,3,3,9,10,8,1976
"395",742,1432,"AT",1,36,322,12,20,5,30,5,6,7,4,5,5,5,6,1980
"396",743,1433,"AT",2,46,322,13,600,4,60,4,4,7,2,2,2,2,5,1970
"397",744,1435,"AT",1,41,322,12,30,5,240,9,9,8,7,9,8,9,10,1975
"398",745,1436,"AT",2,22,322,12,5,5,210,7,7,7,1,0,5,6,8,1994
"399",746,1437,"AT",1,26,322,12,15,5,120,7,7,7,5,5,6,5,5,1990
"400",749,1440,"AT",1,54,610,16,45,5,60,6,8,8,5,5,4,5,5,1962
"401",751,1447,"AT",2,29,313,12,10,5,120,6,7,9,5,5,5,5,4,1987
"402",752,1448,"AT",2,65,423,13,45,5,90,6,7,8,4,6,4,8,6,1951
"403",753,1450,"AT",2,57,313,14,30,5,60,7,7,7,7,7,5,5,5,1959
"404",754,1452,"AT",2,33,322,12,0,5,180,6,6,8,2,2,2,2,8,1983
"405",756,1460,"AT",1,29,710,16,120,5,390,5,6,7,5,5,4,1,2,1987
"406",757,1461,"AT",1,19,322,11,5,5,240,0,7,8,3,4,2,5,10,1997
"407",758,1464,"AT",1,42,322,13,5,5,240,0,3,6,0,0,0,0,5,1974
"408",759,1465,"AT",1,49,322,12,10,5,120,10,8,9,10,9,10,10,0,1967
"409",762,1468,"AT",1,47,423,14,75,5,180,5,6,6,4,4,4,5,8,1969
"410",766,1478,"AT",1,54,322,12,40,4,105,9,8,7,9,8,7,9,3,1962
"411",767,1482,"AT",2,30,620,16,60,5,120,8,6,8,7,6,4,5,8,1986
"412",772,1490,"AT",1,63,322,11,60,5,90,4,7,8,5,4,5,6,5,1953
"413",774,1493,"AT",1,69,322,12,10,5,50,1,4,8,0,0,0,0,7,1947
"414",775,1497,"AT",2,50,422,15,15,4,55,4,8,8,1,1,1,1,8,1966
"415",776,1503,"AT",2,32,322,14,30,5,360,4,5,7,1,3,4,5,5,1984
"416",777,1504,"AT",2,68,322,13,100,5,210,0,1,0,0,0,0,0,6,1948
"417",778,1505,"AT",2,69,213,10,60,5,180,7,6,5,4,4,6,7,0,1947
"418",781,1510,"AT",1,33,720,20,30,5,300,7,7,3,5,5,7,8,2,1983
"419",784,1517,"AT",2,51,422,14,20,5,120,4,5,5,4,4,3,6,5,1965
"420",788,1527,"AT",2,25,313,12,60,5,150,1,4,4,0,1,4,4,2,1991
"421",791,1531,"AT",1,37,322,11,30,4,90,9,5,8,7,8,6,8,4,1979
"422",794,1535,"AT",1,63,322,12,100,4,150,10,9,9,10,10,10,8,10,1953
"423",795,1536,"AT",1,48,322,12,60,5,30,2,4,4,0,0,1,3,5,1968
"424",797,1538,"AT",2,34,322,12,60,5,120,5,8,9,5,7,3,3,5,1982
"425",799,1542,"AT",1,39,610,17,105,4,120,6,0,10,0,0,0,0,10,1977
"426",803,1547,"AT",2,29,313,14,10,5,60,5,5,5,0,1,1,2,4,1987
"427",804,1549,"AT",1,67,720,16,120,5,120,5,5,5,4,4,4,4,2,1949
"428",810,1559,"AT",2,60,322,10,120,5,180,6,8,7,5,5,8,8,3,1956
"429",811,1560,"AT",2,51,313,16,20,5,240,3,6,9,5,5,9,3,10,1965
"430",813,1564,"AT",1,59,212,9,0,5,600,5,5,5,5,5,5,5,5,1957
"431",814,1565,"AT",2,52,322,12,10,4,60,7,9,9,5,5,8,9,5,1964
"432",815,1566,"AT",1,57,322,14,30,4,30,5,7,7,4,4,3,5,5,1959
"433",820,1573,"AT",2,51,322,12,10,5,60,4,4,7,2,2,2,2,6,1965
"434",822,1582,"AT",1,21,610,18,10,5,480,8,7,8,5,6,5,7,5,1995
"435",823,1589,"AT",1,50,322,13,60,5,10,3,7,7,3,3,1,1,7,1966
"436",824,1591,"AT",2,62,610,15,120,5,120,6,8,8,5,6,6,5,4,1954
"437",826,1595,"AT",2,29,322,13,30,5,120,5,5,5,5,5,5,5,3,1987
"438",827,1596,"AT",1,26,322,12,30,5,120,8,9,9,8,8,8,8,5,1990
"439",829,1598,"AT",2,49,423,12,120,5,60,6,8,8,6,6,6,7,7,1967
"440",830,1599,"AT",1,66,800,21,60,5,120,3,7,9,2,2,1,7,5,1950
"441",831,1601,"AT",1,22,313,15,45,5,70,8,6,5,5,5,8,8,1,1994
"442",832,1604,"AT",1,68,710,16,45,5,105,1,1,2,0,0,0,0,5,1948
"443",834,1606,"AT",1,45,710,20,20,5,300,8,8,7,4,3,5,5,5,1971
"444",837,1610,"AT",1,40,322,12,60,5,60,7,7,6,7,7,6,5,5,1976
"445",838,1611,"AT",2,36,212,9,60,5,60,5,5,8,3,4,5,5,6,1980
"446",839,1612,"AT",2,53,720,17,60,5,120,5,5,5,5,5,5,7,0,1963
"447",841,1616,"AT",2,55,322,12,10,5,180,0,1,0,0,0,0,0,5,1961
"448",842,1617,"AT",2,66,322,13,60,5,180,5,6,7,3,3,3,7,4,1950
"449",843,1618,"AT",2,48,322,14,20,4,30,5,7,9,2,3,4,3,6,1968
"450",846,1628,"AT",1,33,322,12,120,5,120,6,6,8,6,5,6,6,10,1983
"451",847,1629,"AT",1,58,322,11,60,5,120,5,10,10,0,0,0,8,6,1958
"452",848,1631,"AT",1,41,322,14,60,5,45,7,6,10,3,7,2,8,5,1975
"453",850,1634,"AT",1,36,322,13,5,5,120,4,4,6,2,2,2,2,6,1980
"454",851,1635,"AT",1,25,322,11,5,4,50,6,4,3,2,1,0,8,8,1991
"455",852,1636,"AT",2,58,322,13,20,4,15,6,7,7,6,5,4,5,5,1958
"456",853,1637,"AT",2,23,322,12,15,5,180,5,8,10,5,5,4,7,5,1993
"457",855,1640,"AT",2,42,313,14,80,5,99,5,7,7,5,5,5,6,5,1974
"458",858,1648,"AT",1,44,322,12,30,5,90,5,7,6,3,6,3,3,5,1972
"459",859,1652,"AT",1,25,322,11,60,5,60,8,7,6,9,9,8,4,7,1991
"460",862,1655,"AT",2,50,322,11,5,5,120,3,3,6,2,2,1,1,6,1966
"461",864,1661,"AT",1,39,322,14,75,5,240,6,5,4,2,3,0,6,4,1977
"462",866,1663,"AT",2,36,322,13,40,5,250,9,9,8,8,7,9,10,9,1980
"463",867,1665,"AT",2,30,322,11,15,5,300,5,5,5,5,5,5,6,4,1986
"464",869,1670,"AT",2,21,322,12,10,5,60,6,3,7,2,2,3,3,10,1995
"465",870,1672,"AT",1,44,800,19,30,5,120,3,8,7,2,1,2,5,5,1972
"466",873,1680,"AT",2,19,322,13,40,4,30,7,7,8,6,4,1,0,2,1997
"467",877,1688,"AT",2,63,212,9,90,5,30,5,7,7,6,5,4,4,5,1953
"468",878,1689,"AT",2,37,800,22,20,5,540,4,5,5,1,1,1,2,3,1979
"469",879,1690,"AT",2,53,113,5,60,5,60,5,10,0,0,0,5,5,10,1963
"470",880,1691,"AT",1,26,423,13,0,5,180,7,7,7,5,5,4,7,0,1990
"471",882,1693,"AT",1,26,620,17,60,5,300,8,9,8,7,7,9,9,2,1990
"472",883,1697,"AT",1,60,423,13,30,5,480,8,5,5,4,4,3,4,5,1956
"473",884,1704,"AT",1,28,422,14,60,5,120,7,10,10,0,0,0,0,8,1988
"474",885,1705,"AT",1,55,720,18,45,5,240,3,3,5,1,1,1,0,5,1961
"475",886,1706,"AT",2,29,610,15,60,5,20,9,9,9,7,7,7,8,6,1987
"476",887,1707,"AT",1,71,322,12,60,5,120,3,4,4,2,1,0,1,5,1945
"477",889,1712,"AT",1,74,313,14,65,5,60,2,2,5,6,5,0,0,1,1942
"478",890,1713,"AT",1,45,610,15,60,4,75,7,7,8,8,8,5,5,7,1971
"479",891,1715,"AT",2,28,423,13,10,4,60,10,10,10,8,8,6,9,0,1988
"480",892,1717,"AT",1,34,322,13,30,5,60,3,5,6,2,2,3,3,5,1982
"481",894,1724,"AT",1,56,322,12,45,4,30,5,5,5,5,6,4,6,3,1960
"482",895,1726,"AT",1,27,423,13,60,5,300,6,8,9,5,4,5,5,5,1989
"483",896,1727,"AT",2,39,800,20,15,5,150,1,1,9,0,0,1,5,5,1977
"484",901,1732,"AT",2,20,322,12,60,5,300,9,9,6,8,9,7,8,3,1996
"485",902,1733,"AT",2,33,212,9,10,5,45,6,9,9,5,5,6,8,5,1983
"486",903,1735,"AT",1,37,322,11,30,5,120,8,9,9,5,4,6,5,5,1979
"487",904,1739,"AT",2,62,610,16,30,5,60,4,5,8,5,4,3,2,5,1954
"488",905,1740,"AT",1,47,322,14,90,5,240,7,8,8,7,7,6,8,5,1969
"489",906,1743,"AT",2,48,322,15,30,4,120,6,8,8,5,5,3,3,7,1968
"490",907,1744,"AT",2,43,322,12,60,5,240,4,5,6,5,5,6,4,6,1973
"491",910,1747,"AT",1,42,710,16,30,5,180,3,6,6,4,3,2,6,7,1974
"492",913,1750,"AT",1,46,212,15,90,5,300,7,7,8,6,6,3,8,4,1970
"493",914,1752,"AT",1,43,322,12,10,5,120,2,4,4,1,1,3,3,5,1973
"494",916,1757,"AT",2,50,322,12,30,5,60,2,4,3,0,0,2,2,5,1966
"495",917,1758,"AT",1,46,322,12,5,5,30,3,6,8,3,3,6,4,8,1970
"496",919,1764,"AT",1,50,322,14,60,5,300,6,8,8,5,5,4,5,8,1966
"497",920,1765,"AT",1,32,322,12,20,4,30,7,9,9,7,7,5,5,6,1984
"498",923,1769,"AT",1,60,322,9,40,5,145,7,6,9,6,8,9,9,8,1956
"499",926,1775,"AT",2,34,322,11,10,5,30,6,8,10,7,5,6,7,5,1982
"500",927,1778,"AT",2,37,322,12,10,5,60,8,8,9,5,6,6,7,5,1979
"501",929,1783,"AT",1,27,520,19,15,5,240,6,9,10,4,5,4,8,3,1989
"502",930,1784,"AT",2,20,313,12,90,5,150,7,7,7,7,7,6,6,2,1996
"503",933,1788,"AT",1,59,322,13,40,5,60,5,6,7,4,4,2,3,4,1957
"504",936,1791,"AT",1,24,313,12,15,5,120,4,5,6,5,5,4,5,4,1992
"505",938,1793,"AT",1,46,720,19,120,5,20,6,6,6,6,6,6,7,0,1970
"506",939,1795,"AT",2,29,313,13,15,5,240,9,10,10,8,8,8,9,8,1987
"507",943,1803,"AT",2,42,423,13,10,4,90,0,2,3,0,1,0,3,5,1974
"508",944,1804,"AT",1,19,423,13,30,5,180,5,2,8,1,2,7,0,3,1997
"509",945,1805,"AT",2,29,610,18,20,5,90,7,9,9,5,4,5,6,4,1987
"510",946,1809,"AT",1,45,322,12,60,5,120,9,6,8,6,7,7,5,2,1971
"511",947,1810,"AT",1,52,322,12,85,5,210,7,6,4,8,10,8,9,1,1964
"512",948,1812,"AT",2,65,322,11,60,4,4,5,5,5,5,5,5,5,6,1951
"513",951,1821,"AT",1,33,423,12,5,5,300,5,6,6,5,4,4,4,5,1983
"514",958,1834,"AT",1,70,423,13,60,4,60,6,7,9,3,2,5,6,5,1946
"515",961,1842,"AT",1,31,322,12,60,5,2,5,8,8,5,5,5,8,8,1985
"516",965,1852,"AT",1,59,313,14,45,5,50,6,7,4,5,9,7,9,8,1957
"517",966,1854,"AT",2,57,322,12,30,5,120,7,8,8,5,5,5,5,4,1959
"518",969,1860,"AT",1,66,322,12,30,4,150,0,4,7,1,1,1,1,5,1950
"519",970,1861,"AT",1,26,322,12,20,5,60,5,7,6,2,2,6,4,7,1990
"520",972,1865,"AT",1,26,322,12,30,5,240,2,6,8,0,2,0,0,5,1990
"521",973,1868,"AT",1,51,322,12,50,5,165,5,9,6,10,7,10,7,5,1965
"522",974,1869,"AT",1,38,313,15,30,5,60,2,5,5,3,2,4,4,5,1978
"523",975,1870,"AT",2,27,322,12,10,5,120,6,8,10,7,8,9,6,5,1989
"524",977,1872,"AT",2,29,720,22,30,4,240,5,5,3,3,3,5,7,3,1987
"525",978,1874,"AT",2,30,610,17,5,5,120,5,6,7,5,5,5,6,5,1986
"526",979,1875,"AT",1,32,322,16,30,5,90,8,7,8,4,3,0,0,2,1984
"527",983,1879,"AT",1,19,423,13,60,5,240,5,6,8,4,4,6,4,2,1997
"528",984,1880,"AT",2,35,322,14,20,4,60,4,6,6,3,3,2,3,5,1981
"529",988,1885,"AT",1,52,720,15,120,5,30,9,9,9,8,8,9,9,0,1964
"530",990,1890,"AT",2,35,322,15,10,5,120,8,8,9,7,7,6,8,5,1981
"531",991,1891,"AT",1,29,212,9,60,5,180,5,3,4,1,3,1,3,8,1987
"532",992,1893,"AT",2,59,322,14,15,4,30,7,8,8,4,4,3,0,5,1957
"533",996,1899,"AT",1,40,322,11,10,5,120,6,8,8,6,6,4,4,8,1976
"534",997,1903,"AT",2,54,720,20,120,5,240,3,6,4,3,3,2,3,1,1962
"535",1004,1918,"AT",1,22,322,12,10,5,12,2,7,7,2,2,3,5,5,1994
"536",1005,1919,"AT",1,67,322,12,45,5,120,5,4,6,3,4,3,4,5,1949
"537",1006,1920,"AT",1,44,322,12,45,5,270,2,6,0,6,6,4,2,3,1972
"538",1007,1922,"AT",2,19,423,13,120,5,11,7,8,9,2,2,8,7,5,1997
"539",1010,1925,"AT",1,37,322,13,30,5,60,6,4,6,3,5,4,2,7,1979
"540",1011,1926,"AT",2,39,710,16,60,5,45,7,5,7,6,6,5,6,5,1977
"541",1013,1929,"AT",2,59,710,19,10,5,600,4,5,6,3,2,7,4,5,1957
"542",1014,1933,"AT",2,28,322,12,45,5,120,9,8,8,5,5,4,4,2,1988
"543",1015,1936,"AT",2,34,720,17,30,5,600,8,8,8,8,8,7,8,2,1982
"544",1016,1937,"AT",1,29,610,15,35,5,120,8,6,7,8,8,7,7,8,1987
"545",1017,1938,"AT",1,30,322,12,10,5,120,3,8,10,1,1,4,7,5,1986
"546",1023,1950,"AT",2,35,720,17,10,5,360,2,5,5,0,0,0,5,5,1981
"547",1025,1952,"AT",1,51,322,12,40,5,195,7,7,5,5,8,6,6,2,1965
"548",1028,1957,"AT",2,69,322,10,600,5,60,1,4,7,1,1,1,1,8,1947
"549",1029,1958,"AT",2,51,313,13,20,5,90,3,7,8,1,1,1,1,7,1965
"550",1030,1959,"AT",1,43,322,15,45,5,150,2,6,7,0,0,3,0,7,1973
"551",1032,1964,"AT",1,41,322,14,40,4,120,6,9,8,8,7,7,6,3,1975
"552",1034,1968,"AT",1,28,720,21,15,5,30,8,8,7,5,4,6,8,5,1988
"553",1037,1974,"AT",1,26,423,13,15,5,120,7,10,10,6,6,5,5,2,1990
"554",1038,1975,"AT",2,20,322,12,0,5,180,7,9,7,8,9,7,8,0,1996
"555",1039,1976,"AT",2,29,610,16,5,5,90,4,7,7,3,2,5,5,5,1987
"556",1040,1979,"AT",2,22,322,12,150,5,180,6,4,5,3,5,5,4,6,1994
"557",1041,1981,"AT",1,65,322,13,30,4,60,5,6,7,5,5,3,4,5,1951
"558",1042,1984,"AT",1,43,313,13,60,5,240,5,7,8,4,3,5,6,6,1973
"559",1045,1988,"AT",1,28,620,18,30,5,240,5,7,8,5,5,5,6,2,1988
"560",1048,1992,"AT",2,37,212,17,15,5,30,2,2,5,2,2,2,2,5,1979
"561",1052,1998,"AT",1,24,423,13,20,5,180,8,9,9,9,10,10,8,6,1992
"562",1053,1999,"AT",2,58,322,13,90,4,60,1,1,3,1,1,0,0,3,1958
"563",1055,2001,"AT",2,32,322,11,60,5,360,0,2,8,3,2,1,0,5,1984
"564",1056,2004,"AT",2,37,322,12,15,5,60,7,3,2,5,5,2,2,5,1979
"565",1060,2018,"AT",2,50,422,13,30,4,60,5,7,7,3,2,5,6,5,1966
"566",1062,2020,"AT",1,68,423,14,55,5,115,9,6,4,8,6,6,7,6,1948
"567",1064,2022,"AT",2,25,322,12,10,4,15,5,6,7,2,4,5,3,3,1991
"568",1066,2027,"AT",1,36,322,12,15,5,180,4,4,10,4,4,4,4,2,1980
"569",1067,2031,"AT",2,27,322,12,20,5,60,5,8,8,3,3,0,1,5,1989
"570",1069,2034,"AT",1,30,322,11,30,5,90,3,6,8,3,2,2,3,5,1986
"571",1072,2039,"AT",1,71,322,12,30,5,180,8,8,8,5,5,4,7,5,1945
"572",1074,2042,"AT",2,47,322,13,20,5,30,5,8,8,4,5,5,5,3,1969
"573",1076,2049,"AT",2,49,322,12,10,4,60,5,6,7,4,4,4,5,2,1967
"574",1078,2053,"AT",2,23,423,14,0,5,60,8,8,2,2,2,3,2,3,1993
"575",1080,2055,"AT",1,50,322,11,35,5,205,6,9,4,7,9,6,10,9,1966
"576",1081,2057,"AT",1,27,212,9,20,5,210,6,8,8,4,4,3,5,5,1989
"577",1083,2062,"AT",2,28,720,22,45,5,190,6,9,6,5,7,7,9,2,1988
"578",1084,2064,"AT",1,75,113,4,0,5,240,3,5,8,2,0,0,0,6,1941
"579",1086,2067,"AT",2,36,322,12,10,4,30,5,7,9,4,4,4,2,5,1980
"580",1088,2069,"AT",2,52,720,17,60,5,180,1,7,3,1,1,2,5,3,1964
"581",1090,2072,"AT",1,42,322,12,20,5,225,6,9,8,10,8,8,5,3,1974
"582",1095,2086,"AT",2,47,423,14,15,5,90,4,6,7,3,3,3,3,5,1969
"583",1099,2096,"AT",1,24,322,12,10,5,110,3,5,6,1,1,2,2,4,1992
"584",1103,2102,"AT",2,27,422,18,30,5,150,4,5,7,2,2,3,5,5,1989
"585",1105,2105,"AT",1,54,322,11,60,5,60,5,5,5,2,2,0,0,7,1962
"586",1108,2113,"AT",2,29,610,17,60,4,60,7,8,10,6,7,7,9,3,1987
"587",1110,2119,"AT",2,44,313,16,20,5,80,6,8,8,4,4,4,4,5,1972
"588",1111,2120,"AT",1,49,322,12,180,5,240,5,7,7,5,5,6,6,3,1967
"589",1112,2123,"AT",2,38,322,12,30,5,180,10,8,10,7,9,9,9,7,1978
"590",1113,2124,"AT",1,65,322,12,15,5,30,10,9,10,8,3,9,8,5,1951
"591",1117,2132,"AT",1,56,322,12,3,5,120,1,3,3,0,0,0,0,7,1960
"592",1118,2134,"AT",2,41,800,22,120,5,150,2,6,6,2,2,0,1,8,1975
"593",1119,2135,"AT",1,58,322,13,35,5,240,9,7,5,7,6,7,7,9,1958
"594",1122,2138,"AT",2,22,322,12,30,5,120,10,10,10,10,9,9,9,2,1994
"595",1125,2144,"AT",2,23,322,12,30,5,180,7,9,10,9,9,9,9,3,1993
"596",1133,2163,"AT",1,27,213,10,10,5,12,6,7,2,3,3,5,5,7,1989
"597",1134,2169,"AT",1,19,322,12,30,5,60,2,6,8,0,0,0,0,8,1997
"598",1137,2174,"AT",2,28,322,12,0,4,45,5,6,4,3,2,5,2,4,1988
"599",1140,2179,"AT",2,49,620,16,60,5,600,8,8,3,5,5,8,8,3,1967
"600",1141,2180,"AT",1,19,322,12,0,5,180,5,9,10,0,0,8,8,5,1997
"601",1142,2182,"AT",1,36,322,12,90,5,60,5,6,6,5,5,5,5,6,1980
"602",1143,2183,"AT",2,39,720,17,15,5,120,4,4,5,4,6,4,5,4,1977
"603",1147,2189,"AT",2,26,212,12,30,5,300,3,5,7,1,1,2,2,6,1990
"604",1150,2195,"AT",2,34,610,16,30,5,90,8,8,8,8,8,8,8,3,1982
"605",1151,2199,"AT",2,22,313,15,30,5,120,4,9,8,5,3,5,6,2,1994
"606",1152,2200,"AT",2,66,322,11,60,5,180,6,7,5,4,3,6,7,5,1950
"607",1153,2201,"AT",2,37,423,13,10,5,120,5,8,9,2,2,2,4,5,1979
"608",1154,2204,"AT",2,56,322,13,30,5,15,3,8,8,3,3,3,4,7,1960
"609",1156,2207,"AT",2,66,322,16,120,4,30,9,10,10,10,7,9,9,5,1950
"610",1158,2214,"AT",1,34,520,16,20,5,90,5,6,8,3,3,2,2,8,1982
"611",1159,2215,"AT",1,48,322,13,90,5,45,2,1,1,1,2,0,1,7,1968
"612",1160,2219,"AT",2,59,322,12,30,5,180,0,3,4,0,0,0,0,8,1957
"613",1162,2228,"AT",1,71,322,12,120,4,90,7,8,8,5,5,3,7,5,1945
"614",1163,2229,"AT",2,43,322,13,90,5,300,5,5,5,5,5,5,5,7,1973
"615",1164,2230,"AT",1,32,322,12,30,5,60,4,5,6,4,4,4,4,4,1984
"616",1165,2232,"AT",1,49,322,12,10,5,60,3,3,5,1,1,2,1,5,1967
"617",1166,2235,"AT",2,60,322,12,15,5,540,4,3,5,3,3,6,3,7,1956
"618",1168,2237,"AT",2,66,322,15,90,4,60,2,6,7,0,0,0,0,10,1950
"619",1169,2239,"AT",1,58,313,12,60,5,60,7,7,6,4,3,3,6,5,1958
"620",1170,2240,"AT",1,27,322,12,15,5,120,5,7,10,5,5,2,5,5,1989
"621",1171,2247,"AT",1,27,423,13,60,5,90,5,5,5,2,2,1,2,7,1989
"622",1178,2264,"AT",1,28,423,18,60,5,180,6,7,7,5,5,4,5,7,1988
